Ticker,Feature_Set,Feature,Missing_Pct,Unique_Count,Mean,Std,Zero_Variance,Status
CTD,candidate_recovery_valuation_v1,Log_Return,0.001644736842105263,574,0.00024174084170100233,0.02302006871864128,False,ok
CTD,candidate_recovery_valuation_v1,RSI_14,0.0,608,51.06668410412552,11.100906477678066,False,ok
CTD,candidate_recovery_valuation_v1,Momentum_14,0.023026315789473683,499,188.82474747474743,5494.516340322827,False,ok
CTD,candidate_recovery_valuation_v1,Volatility,0.03289473684210526,587,0.022175294209988223,0.007155851139612057,False,ok
CTD,candidate_recovery_valuation_v1,Volume,0.0,459,1191879.5888157894,817074.99431514,False,ok
CTD,candidate_recovery_valuation_v1,MACD_Hist_Custom,0.0,608,-79.48505978515124,2628.246728943198,False,ok
CTD,candidate_recovery_valuation_v1,EMA_13_21_Cross,0.0,608,0.0008676782231732536,0.012070736359478392,False,ok
CTD,candidate_recovery_valuation_v1,Dist_EMA_13,0.0,608,0.0012865880348213621,0.03454565672131127,False,ok
CTD,candidate_recovery_valuation_v1,Dist_BB_Upper,0.03125,589,-0.06135905542799978,0.05350803823991161,False,ok
CTD,candidate_recovery_valuation_v1,Dist_BB_Lower,0.03125,589,0.07877536459438761,0.0715593815420525,False,ok
CTD,candidate_recovery_valuation_v1,VN_Return,0.001644736842105263,607,0.0007717454303409536,0.011733144125433479,False,ok
CTD,candidate_recovery_valuation_v1,VN_Volatility,0.03289473684210526,588,0.010486177571162951,0.005507434743321554,False,ok
CTD,candidate_recovery_valuation_v1,Relative_Strength,0.001644736842105263,607,-0.0005300045886399514,0.019326991703940775,False,ok
CTD,candidate_recovery_valuation_v1,RS_Trend,0.01644736842105263,598,-0.0005544202123559533,0.006292102807776745,False,ok
CTD,candidate_recovery_valuation_v1,Market_Distance_EMA,0.0,608,0.007465194046194802,0.024205989717464998,False,ok
CTD,candidate_recovery_valuation_v1,Foreign_Net_5D,0.019736842105263157,567,17298.162751677854,430675.3768976483,False,ok
CTD,candidate_recovery_valuation_v1,Foreign_Net_20D_Mean,0.06907894736842106,563,3998.7296819787985,54008.96288611768,False,ok
CTD,candidate_recovery_valuation_v1,Foreign_Mutation,0.06907894736842106,566,-0.011394627131830209,1.0297410463761416,False,ok
CTD,candidate_recovery_valuation_v1,Drawdown_60,0.09703947368421052,452,-0.09837685543591046,0.06958801528947084,False,ok
CTD,candidate_recovery_valuation_v1,Distance_52W_High,0.4128289473684211,257,-0.15393157386829992,0.06681153123963385,False,high_missing
CTD,candidate_recovery_valuation_v1,Distance_52W_Low,0.4128289473684211,272,0.33540878143875924,0.1298826035178133,False,high_missing
CTD,candidate_recovery_valuation_v1,PB,0.0,467,0.9624851479965312,0.09671222142111789,False,ok
CTD,candidate_recovery_valuation_v1,Book_to_Market,0.0,467,1.0492683930868991,0.10336234509536887,False,ok
CTD,candidate_recovery_valuation_v1,Log_PB,0.0,467,-0.04319728924711066,0.09937944810442445,False,ok
CTD,candidate_recovery_valuation_v1,PB_Z_756,0.0,608,0.522992479031988,0.6181632435165697,False,ok
CTD,candidate_recovery_valuation_v1,PB_Percentile_756,0.0,364,0.6839820906432749,0.2167753909097001,False,ok
